run_key,true,pred,cas,hitk,cos_to_cn,cos_to_mci,cos_to_ad
Ours (Atlas+AnatDist)__seed264__fold0,0,1,0.255288,0.200000,0.988645,0.987230,0.965558
Ours (Atlas+AnatDist)__seed264__fold0,0,0,0.237261,0.200000,0.949284,0.945383,0.909965
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.253229,0.200000,0.981115,0.978808,0.949702
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.299522,0.600000,0.980118,0.982710,0.994051
Ours (Atlas+AnatDist)__seed264__fold0,2,1,0.313772,0.600000,0.978527,0.981616,0.996363
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.320237,0.600000,0.954920,0.959245,0.978172
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.264099,0.200000,0.995642,0.995154,0.979716
Ours (Atlas+AnatDist)__seed264__fold0,1,2,0.307004,0.400000,0.984404,0.985976,0.992442
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.250870,0.200000,0.975295,0.973056,0.948130
Ours (Atlas+AnatDist)__seed264__fold0,0,0,0.249913,0.200000,0.979974,0.977657,0.950500
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.277632,0.200000,0.994171,0.994295,0.981154
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.242290,0.000000,0.982572,0.980144,0.948967
Ours (Atlas+AnatDist)__seed264__fold0,0,0,0.241590,0.000000,0.962394,0.959776,0.935356
Ours (Atlas+AnatDist)__seed264__fold0,1,0,0.233857,0.000000,0.934026,0.930480,0.901093
Ours (Atlas+AnatDist)__seed264__fold0,2,2,0.340228,0.600000,0.953802,0.958214,0.984274
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.299237,0.400000,0.985983,0.987998,0.990449
Ours (Atlas+AnatDist)__seed264__fold0,1,0,0.244772,0.000000,0.969309,0.966470,0.938454
Ours (Atlas+AnatDist)__seed264__fold0,1,0,0.250919,0.000000,0.954556,0.952315,0.931110
Ours (Atlas+AnatDist)__seed264__fold0,2,2,0.372815,0.600000,0.901171,0.906438,0.939494
Ours (Atlas+AnatDist)__seed264__fold0,1,0,0.250555,0.000000,0.981224,0.979218,0.956982
Ours (Atlas+AnatDist)__seed264__fold0,2,2,0.311299,0.600000,0.979972,0.982714,0.996660
Ours (Atlas+AnatDist)__seed264__fold0,2,2,0.334989,0.600000,0.957668,0.961761,0.982555
Ours (Atlas+AnatDist)__seed264__fold0,1,2,0.321237,0.600000,0.972903,0.976217,0.993625
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.269062,0.200000,0.989763,0.989123,0.976759
Ours (Atlas+AnatDist)__seed264__fold0,0,0,0.272487,0.200000,0.993668,0.993719,0.986117
Ours (Atlas+AnatDist)__seed264__fold0,0,0,0.251048,0.000000,0.983931,0.982168,0.963162
Ours (Atlas+AnatDist)__seed264__fold0,0,2,0.325220,0.600000,0.967755,0.971355,0.991971
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.270253,0.200000,0.978168,0.975873,0.951439
Ours (Atlas+AnatDist)__seed264__fold0,1,0,0.257483,0.200000,0.977241,0.975247,0.951965
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.264936,0.200000,0.993475,0.992759,0.974126
Ours (Atlas+AnatDist)__seed264__fold0,2,2,0.332635,0.600000,0.964466,0.968118,0.989483
Ours (Atlas+AnatDist)__seed264__fold0,1,2,0.329704,0.600000,0.965525,0.969283,0.990520
Ours (Atlas+AnatDist)__seed264__fold0,2,1,0.276736,0.200000,0.996590,0.997347,0.989740
Ours (Atlas+AnatDist)__seed264__fold0,0,1,0.253865,0.200000,0.988763,0.987374,0.962049
Ours (Atlas+AnatDist)__seed264__fold0,0,0,0.263727,0.000000,0.991076,0.990476,0.975827
Ours (Atlas+AnatDist)__seed264__fold0,1,0,0.248263,0.200000,0.973049,0.970368,0.941897
Ours (Atlas+AnatDist)__seed264__fold0,1,1,0.278594,0.200000,0.995381,0.996363,0.991821
Ours (Atlas+AnatDist)__seed264__fold0,1,2,0.310086,0.600000,0.980922,0.983447,0.994944
Ours (Atlas+AnatDist)__seed264__fold1,2,2,0.280964,0.200000,0.984422,0.986834,0.997207
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.259852,0.000000,0.991918,0.991855,0.978593
Ours (Atlas+AnatDist)__seed264__fold1,2,1,0.272894,0.000000,0.986216,0.988585,0.992722
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.272626,0.200000,0.978523,0.980176,0.983036
Ours (Atlas+AnatDist)__seed264__fold1,2,2,0.298649,0.200000,0.977236,0.980310,0.997270
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.262201,0.000000,0.995221,0.995678,0.985669
Ours (Atlas+AnatDist)__seed264__fold1,1,0,0.253440,0.000000,0.993147,0.993247,0.979079
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.253086,0.000000,0.992038,0.992197,0.978237
Ours (Atlas+AnatDist)__seed264__fold1,1,2,0.294273,0.600000,0.972680,0.975711,0.994049
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.258019,0.000000,0.993744,0.993896,0.982050
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.263930,0.000000,0.995643,0.996433,0.989942
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.264413,0.000000,0.994186,0.994881,0.988794
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.255564,0.200000,0.988881,0.989045,0.979383
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.257885,0.000000,0.994511,0.994780,0.983383
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.273829,0.400000,0.984403,0.985488,0.983300
Ours (Atlas+AnatDist)__seed264__fold1,1,0,0.264656,0.000000,0.994003,0.994623,0.986311
Ours (Atlas+AnatDist)__seed264__fold1,2,2,0.276216,0.200000,0.984262,0.986690,0.994960
Ours (Atlas+AnatDist)__seed264__fold1,2,1,0.261977,0.000000,0.993165,0.993692,0.983892
Ours (Atlas+AnatDist)__seed264__fold1,1,0,0.257602,0.000000,0.995619,0.995767,0.983065
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.252887,0.000000,0.991397,0.991478,0.976867
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.276352,0.200000,0.984992,0.986733,0.987813
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.266149,0.000000,0.994022,0.994287,0.983908
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.264717,0.000000,0.989753,0.990047,0.981244
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.261084,0.000000,0.988377,0.988931,0.981052
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.260248,0.000000,0.994914,0.995376,0.986146
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.271185,0.200000,0.978829,0.980154,0.981234
Ours (Atlas+AnatDist)__seed264__fold1,2,2,0.291535,0.200000,0.978306,0.981390,0.997587
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.255176,0.000000,0.994105,0.994622,0.985180
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.260878,0.000000,0.994704,0.995314,0.986469
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.258188,0.200000,0.988506,0.989204,0.981638
Ours (Atlas+AnatDist)__seed264__fold1,2,1,0.268661,0.200000,0.988723,0.989619,0.985016
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.263727,0.000000,0.992259,0.993465,0.990403
Ours (Atlas+AnatDist)__seed264__fold1,2,2,0.278492,0.200000,0.987825,0.989833,0.996979
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.285285,0.200000,0.981240,0.983279,0.993733
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.266494,0.200000,0.990610,0.992130,0.992191
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.263589,0.000000,0.991237,0.992445,0.990829
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.269133,0.000000,0.994735,0.995201,0.986317
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.255763,0.000000,0.993784,0.994030,0.981774
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.254423,0.000000,0.992402,0.992711,0.981465
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.265904,0.200000,0.984249,0.985277,0.983444
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.260998,0.000000,0.994989,0.995632,0.988366
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.258309,0.000000,0.992578,0.993420,0.986175
Ours (Atlas+AnatDist)__seed264__fold1,2,2,0.293515,0.400000,0.984333,0.986813,0.998257
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.264194,0.200000,0.989361,0.990610,0.988994
Ours (Atlas+AnatDist)__seed264__fold1,2,2,0.281604,0.200000,0.986662,0.989132,0.998164
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.257694,0.000000,0.992646,0.992851,0.980134
Ours (Atlas+AnatDist)__seed264__fold1,0,0,0.261157,0.000000,0.995700,0.996145,0.986791
Ours (Atlas+AnatDist)__seed264__fold1,1,0,0.260503,0.000000,0.994330,0.994502,0.981950
Ours (Atlas+AnatDist)__seed264__fold1,1,0,0.266549,0.000000,0.994991,0.995637,0.987215
Ours (Atlas+AnatDist)__seed264__fold1,1,1,0.265481,0.000000,0.991733,0.992920,0.991398
Ours (Atlas+AnatDist)__seed264__fold2,2,2,0.282355,0.200000,0.989104,0.990867,0.995341
Ours (Atlas+AnatDist)__seed264__fold2,0,1,0.273997,0.200000,0.997401,0.997400,0.984593
Ours (Atlas+AnatDist)__seed264__fold2,2,2,0.280750,0.000000,0.994412,0.995835,0.995625
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.291605,0.400000,0.988400,0.990149,0.989734
Ours (Atlas+AnatDist)__seed264__fold2,2,2,0.284036,0.200000,0.991428,0.993462,0.996937
Ours (Atlas+AnatDist)__seed264__fold2,0,1,0.269102,0.200000,0.984865,0.985101,0.964385
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.272222,0.200000,0.979643,0.979832,0.963978
Ours (Atlas+AnatDist)__seed264__fold2,0,0,0.268624,0.200000,0.969775,0.968335,0.932801
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.257475,0.000000,0.972065,0.972054,0.942906
Ours (Atlas+AnatDist)__seed264__fold2,0,0,0.260538,0.200000,0.973662,0.972690,0.941495
Ours (Atlas+AnatDist)__seed264__fold2,0,0,0.252504,0.000000,0.978360,0.977339,0.943474
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.279908,0.000000,0.994272,0.995901,0.994813
Ours (Atlas+AnatDist)__seed264__fold2,0,0,0.272207,0.400000,0.972648,0.971571,0.940812
Ours (Atlas+AnatDist)__seed264__fold2,0,2,0.278079,0.000000,0.995535,0.996826,0.993126
Ours (Atlas+AnatDist)__seed264__fold2,1,0,0.280496,0.600000,0.979452,0.979088,0.953719
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.282830,0.400000,0.992366,0.993825,0.988727
Ours (Atlas+AnatDist)__seed264__fold2,2,0,0.274669,0.200000,0.996317,0.996787,0.983082
Ours (Atlas+AnatDist)__seed264__fold2,2,2,0.278989,0.200000,0.990160,0.991811,0.994564
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.292877,0.200000,0.979536,0.982563,0.995212
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.283071,0.200000,0.984948,0.987564,0.993984
Ours (Atlas+AnatDist)__seed264__fold2,1,2,0.288646,0.200000,0.982297,0.985260,0.997140
Ours (Atlas+AnatDist)__seed264__fold2,0,0,0.255452,0.000000,0.976672,0.975531,0.943351
Ours (Atlas+AnatDist)__seed264__fold2,1,2,0.283770,0.200000,0.986306,0.988931,0.996003
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.268040,0.000000,0.986204,0.985441,0.956934
Ours (Atlas+AnatDist)__seed264__fold2,0,1,0.275963,0.200000,0.990785,0.992064,0.981809
Ours (Atlas+AnatDist)__seed264__fold2,1,2,0.288616,0.200000,0.985910,0.988548,0.997105
Ours (Atlas+AnatDist)__seed264__fold2,2,2,0.286780,0.200000,0.982536,0.985414,0.996158
Ours (Atlas+AnatDist)__seed264__fold2,1,2,0.282033,0.200000,0.992955,0.994793,0.996117
Ours (Atlas+AnatDist)__seed264__fold2,1,2,0.284944,0.200000,0.989704,0.991984,0.997356
Ours (Atlas+AnatDist)__seed264__fold2,1,0,0.279323,0.200000,0.984283,0.984455,0.962689
Ours (Atlas+AnatDist)__seed264__fold2,2,0,0.266312,0.200000,0.965605,0.964780,0.935302
Ours (Atlas+AnatDist)__seed264__fold2,1,0,0.279001,0.200000,0.995311,0.996074,0.985637
Ours (Atlas+AnatDist)__seed264__fold2,2,2,0.291381,0.200000,0.972195,0.975990,0.993208
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.282908,0.200000,0.989740,0.991556,0.987985
Ours (Atlas+AnatDist)__seed264__fold2,1,0,0.257501,0.200000,0.967982,0.967033,0.930045
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.283543,0.200000,0.989302,0.991562,0.992838
Ours (Atlas+AnatDist)__seed264__fold2,0,0,0.252814,0.000000,0.972892,0.971975,0.936742
Ours (Atlas+AnatDist)__seed264__fold2,0,0,0.256775,0.200000,0.974048,0.972162,0.931893
Ours (Atlas+AnatDist)__seed264__fold2,0,0,0.279648,0.400000,0.977341,0.977138,0.954303
Ours (Atlas+AnatDist)__seed264__fold2,1,0,0.259071,0.000000,0.969407,0.967434,0.926413
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.278706,0.200000,0.995538,0.996700,0.990173
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.288874,0.200000,0.982643,0.985468,0.994100
Ours (Atlas+AnatDist)__seed264__fold2,2,0,0.275422,0.000000,0.997025,0.997443,0.985934
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.281258,0.400000,0.989787,0.991767,0.991452
Ours (Atlas+AnatDist)__seed264__fold2,2,2,0.277706,0.200000,0.990794,0.992558,0.995302
Ours (Atlas+AnatDist)__seed264__fold2,0,0,0.266339,0.200000,0.965883,0.964875,0.930650
Ours (Atlas+AnatDist)__seed264__fold2,0,0,0.249985,0.000000,0.975222,0.973718,0.934556
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.291266,0.200000,0.982900,0.985847,0.994928
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.277757,0.400000,0.988409,0.989008,0.972510
Ours (Atlas+AnatDist)__seed264__fold2,1,1,0.286366,0.200000,0.988579,0.990885,0.995111
Ours (Atlas+AnatDist)__seed264__fold3,2,2,0.290273,0.200000,0.983179,0.985565,0.996452
Ours (Atlas+AnatDist)__seed264__fold3,0,0,0.270133,0.000000,0.991077,0.990833,0.974687
Ours (Atlas+AnatDist)__seed264__fold3,2,1,0.289438,0.200000,0.986358,0.986134,0.972766
Ours (Atlas+AnatDist)__seed264__fold3,1,2,0.285271,0.200000,0.995112,0.996148,0.994051
Ours (Atlas+AnatDist)__seed264__fold3,2,2,0.290304,0.200000,0.976053,0.978669,0.992499
Ours (Atlas+AnatDist)__seed264__fold3,0,1,0.273797,0.200000,0.981704,0.980122,0.953720
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.274523,0.200000,0.983295,0.983030,0.964895
Ours (Atlas+AnatDist)__seed264__fold3,0,1,0.261942,0.200000,0.976152,0.974603,0.943729
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.260898,0.200000,0.968214,0.966170,0.932697
Ours (Atlas+AnatDist)__seed264__fold3,0,0,0.263976,0.200000,0.975087,0.973551,0.948105
Ours (Atlas+AnatDist)__seed264__fold3,0,0,0.263272,0.200000,0.983182,0.982513,0.959468
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.274700,0.200000,0.974002,0.972773,0.949781
Ours (Atlas+AnatDist)__seed264__fold3,0,1,0.274595,0.200000,0.973138,0.971853,0.950859
Ours (Atlas+AnatDist)__seed264__fold3,0,1,0.269785,0.200000,0.968993,0.967110,0.929911
Ours (Atlas+AnatDist)__seed264__fold3,1,0,0.272341,0.200000,0.986401,0.986042,0.963373
Ours (Atlas+AnatDist)__seed264__fold3,1,0,0.273950,0.200000,0.993293,0.993341,0.978634
Ours (Atlas+AnatDist)__seed264__fold3,2,2,0.289878,0.400000,0.978839,0.981577,0.995450
Ours (Atlas+AnatDist)__seed264__fold3,2,2,0.289499,0.200000,0.980991,0.983477,0.995328
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.277794,0.200000,0.982953,0.982482,0.962652
Ours (Atlas+AnatDist)__seed264__fold3,1,0,0.277265,0.200000,0.982147,0.981087,0.951336
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.277047,0.200000,0.975784,0.974728,0.953321
Ours (Atlas+AnatDist)__seed264__fold3,0,0,0.261309,0.200000,0.978756,0.977135,0.949356
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.269027,0.200000,0.969514,0.968180,0.937415
Ours (Atlas+AnatDist)__seed264__fold3,1,2,0.291199,0.400000,0.985355,0.987387,0.996252
Ours (Atlas+AnatDist)__seed264__fold3,0,0,0.262206,0.200000,0.962672,0.960480,0.929582
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.271853,0.200000,0.972367,0.970287,0.939227
Ours (Atlas+AnatDist)__seed264__fold3,2,1,0.282129,0.200000,0.991360,0.992449,0.988903
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.299264,0.200000,0.973095,0.973167,0.959383
Ours (Atlas+AnatDist)__seed264__fold3,1,0,0.261636,0.200000,0.971531,0.969812,0.940749
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.265612,0.200000,0.972021,0.970730,0.939701
Ours (Atlas+AnatDist)__seed264__fold3,2,2,0.290043,0.200000,0.981868,0.984171,0.995754
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.268282,0.200000,0.968329,0.967483,0.941550
Ours (Atlas+AnatDist)__seed264__fold3,2,2,0.280769,0.200000,0.975843,0.978773,0.991649
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.283791,0.200000,0.991831,0.992954,0.989472
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.260208,0.200000,0.970575,0.968827,0.938122
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.286666,0.200000,0.988745,0.989257,0.980369
Ours (Atlas+AnatDist)__seed264__fold3,0,1,0.291613,0.200000,0.984210,0.984529,0.973044
Ours (Atlas+AnatDist)__seed264__fold3,0,0,0.272089,0.200000,0.979792,0.978062,0.948710
Ours (Atlas+AnatDist)__seed264__fold3,0,0,0.280014,0.200000,0.985805,0.984888,0.967237
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.292084,0.200000,0.982676,0.982649,0.968224
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.289582,0.200000,0.987004,0.986433,0.970874
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.275925,0.200000,0.977114,0.977188,0.957951
Ours (Atlas+AnatDist)__seed264__fold3,2,1,0.273984,0.200000,0.981540,0.980438,0.956223
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.260290,0.200000,0.970000,0.968263,0.934240
Ours (Atlas+AnatDist)__seed264__fold3,2,1,0.283376,0.200000,0.989689,0.990237,0.983635
Ours (Atlas+AnatDist)__seed264__fold3,0,0,0.274698,0.200000,0.980913,0.979370,0.955389
Ours (Atlas+AnatDist)__seed264__fold3,0,2,0.278856,0.200000,0.994341,0.994908,0.987720
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.277820,0.200000,0.985144,0.984038,0.964255
Ours (Atlas+AnatDist)__seed264__fold3,1,1,0.285847,0.200000,0.992581,0.993712,0.986737
Ours (Atlas+AnatDist)__seed264__fold3,1,0,0.258362,0.200000,0.956917,0.954703,0.919997
Ours (Atlas+AnatDist)__seed264__fold4,2,2,0.343785,0.600000,0.939146,0.942060,0.970413
Ours (Atlas+AnatDist)__seed264__fold4,0,0,0.236333,0.200000,0.942535,0.938529,0.889233
Ours (Atlas+AnatDist)__seed264__fold4,2,2,0.336510,0.600000,0.960534,0.963022,0.983736
Ours (Atlas+AnatDist)__seed264__fold4,1,2,0.390947,0.800000,0.878958,0.882336,0.923619
Ours (Atlas+AnatDist)__seed264__fold4,2,2,0.351503,0.600000,0.927850,0.930755,0.960241
Ours (Atlas+AnatDist)__seed264__fold4,0,0,0.222978,0.200000,0.919498,0.914345,0.852571
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.250219,0.200000,0.829853,0.826227,0.773073
Ours (Atlas+AnatDist)__seed264__fold4,0,0,0.271230,0.200000,0.971419,0.970275,0.952832
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.238365,0.200000,0.909638,0.907235,0.854112
Ours (Atlas+AnatDist)__seed264__fold4,0,1,0.216159,0.200000,0.835202,0.828406,0.746943
Ours (Atlas+AnatDist)__seed264__fold4,0,1,0.236633,0.200000,0.856356,0.850050,0.781178
Ours (Atlas+AnatDist)__seed264__fold4,1,2,0.355036,0.800000,0.942358,0.945221,0.974433
Ours (Atlas+AnatDist)__seed264__fold4,0,0,0.226355,0.200000,0.900899,0.895570,0.832222
Ours (Atlas+AnatDist)__seed264__fold4,0,0,0.233624,0.200000,0.899379,0.894684,0.852854
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.295891,0.200000,0.881684,0.876793,0.833177
Ours (Atlas+AnatDist)__seed264__fold4,1,2,0.351626,0.800000,0.951676,0.954053,0.976571
Ours (Atlas+AnatDist)__seed264__fold4,2,2,0.373954,0.800000,0.915025,0.919802,0.956558
Ours (Atlas+AnatDist)__seed264__fold4,2,0,0.294654,0.400000,0.941850,0.941492,0.929233
Ours (Atlas+AnatDist)__seed264__fold4,1,0,0.213572,0.200000,0.853638,0.846736,0.777559
Ours (Atlas+AnatDist)__seed264__fold4,1,2,0.333267,0.600000,0.967332,0.969330,0.985973
Ours (Atlas+AnatDist)__seed264__fold4,1,0,0.241243,0.200000,0.913780,0.910252,0.857674
Ours (Atlas+AnatDist)__seed264__fold4,0,0,0.228995,0.200000,0.820343,0.816413,0.760143
Ours (Atlas+AnatDist)__seed264__fold4,1,0,0.218370,0.200000,0.910157,0.904088,0.832400
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.260697,0.200000,0.977749,0.975622,0.941009
Ours (Atlas+AnatDist)__seed264__fold4,0,0,0.240116,0.200000,0.916260,0.912010,0.859222
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.218663,0.200000,0.836440,0.832620,0.775883
Ours (Atlas+AnatDist)__seed264__fold4,2,0,0.225470,0.200000,0.889377,0.884136,0.829848
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.250088,0.200000,0.939840,0.935956,0.880700
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.272372,0.200000,0.988638,0.987451,0.964556
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.253753,0.200000,0.875853,0.870157,0.806060
Ours (Atlas+AnatDist)__seed264__fold4,2,2,0.335895,0.600000,0.963680,0.966083,0.985681
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.266379,0.200000,0.969546,0.967070,0.931293
Ours (Atlas+AnatDist)__seed264__fold4,2,2,0.376231,0.800000,0.913568,0.916423,0.949815
Ours (Atlas+AnatDist)__seed264__fold4,1,0,0.186535,0.200000,0.766247,0.758006,0.686836
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.273203,0.400000,0.922959,0.919461,0.873026
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.227270,0.200000,0.930015,0.925821,0.867976
Ours (Atlas+AnatDist)__seed264__fold4,0,1,0.191038,0.200000,0.789992,0.783510,0.694075
Ours (Atlas+AnatDist)__seed264__fold4,0,1,0.214873,0.200000,0.805690,0.800372,0.728659
Ours (Atlas+AnatDist)__seed264__fold4,0,1,0.228601,0.200000,0.914600,0.909440,0.851786
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.243575,0.200000,0.873438,0.868469,0.814097
Ours (Atlas+AnatDist)__seed264__fold4,1,2,0.343993,0.600000,0.925191,0.928528,0.959251
Ours (Atlas+AnatDist)__seed264__fold4,1,0,0.274190,0.200000,0.897144,0.895505,0.864309
Ours (Atlas+AnatDist)__seed264__fold4,2,2,0.419861,0.600000,0.814154,0.817725,0.866986
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.216912,0.200000,0.806486,0.799580,0.720295
Ours (Atlas+AnatDist)__seed264__fold4,2,2,0.390857,0.600000,0.877443,0.881023,0.923490
Ours (Atlas+AnatDist)__seed264__fold4,0,0,0.230053,0.200000,0.923655,0.919577,0.871334
Ours (Atlas+AnatDist)__seed264__fold4,0,0,0.262558,0.200000,0.956647,0.954162,0.919926
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.257864,0.200000,0.980509,0.978498,0.945364
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.214077,0.200000,0.811267,0.804141,0.734532
Ours (Atlas+AnatDist)__seed264__fold4,1,1,0.269295,0.400000,0.888202,0.883734,0.825228
Ours (Atlas+AnatDist)__seed375__fold0,0,0,0.267533,0.000000,0.995353,0.995286,0.977304
Ours (Atlas+AnatDist)__seed375__fold0,0,0,0.275781,0.000000,0.997039,0.997174,0.981949
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.273511,0.000000,0.975913,0.979154,0.992496
Ours (Atlas+AnatDist)__seed375__fold0,0,0,0.272002,0.000000,0.996515,0.996748,0.981742
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.265443,0.000000,0.993193,0.993864,0.980310
Ours (Atlas+AnatDist)__seed375__fold0,0,0,0.278961,0.000000,0.995874,0.996164,0.984215
Ours (Atlas+AnatDist)__seed375__fold0,0,0,0.279270,0.000000,0.996477,0.996902,0.986260
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.271884,0.200000,0.993372,0.993954,0.982122
Ours (Atlas+AnatDist)__seed375__fold0,0,1,0.277747,0.000000,0.996377,0.997149,0.988187
Ours (Atlas+AnatDist)__seed375__fold0,0,1,0.284588,0.200000,0.992947,0.993882,0.985194
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.275885,0.200000,0.994758,0.996084,0.990999
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.284385,0.200000,0.978525,0.981863,0.997097
Ours (Atlas+AnatDist)__seed375__fold0,1,0,0.275257,0.000000,0.996025,0.996631,0.985988
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.279154,0.000000,0.980719,0.984004,0.994735
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.281791,0.200000,0.994062,0.994788,0.984100
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.268609,0.200000,0.991720,0.992828,0.983082
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.274648,0.000000,0.995981,0.996806,0.987691
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.284678,0.200000,0.972568,0.976423,0.994985
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.295565,0.400000,0.972158,0.974986,0.985858
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.281732,0.000000,0.971667,0.975319,0.993453
Ours (Atlas+AnatDist)__seed375__fold0,1,0,0.273021,0.000000,0.996692,0.996554,0.978427
Ours (Atlas+AnatDist)__seed375__fold0,0,1,0.275624,0.200000,0.995163,0.995660,0.983672
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.269580,0.200000,0.994415,0.994817,0.979246
Ours (Atlas+AnatDist)__seed375__fold0,1,1,0.273390,0.000000,0.991746,0.993236,0.987843
Ours (Atlas+AnatDist)__seed375__fold0,2,2,0.284220,0.200000,0.963530,0.967807,0.989653
